#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2017-05-29 12:52:19"
#data_read_from_db	"2018-08-23 11:02:46"
#database_id	48
#datapoints_in_db	249345
#database_reference_id	0
#integrated_value	0.018	6.3
#sample_label	"iri_flake_paper"
#sample_name	"Iridescent_flake_paper"
#lamp	"Halogen_12V"
#beamshape	"det,f=300,a=1"
#filterlamp	"IRcutoff"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: do_meas_batch.c,v 1.34 2014/02/05 12:16:00 apian Exp apian $daq serial[0]="007" (channel minimum)|autochanger5 place=1|optfile=epfl-ultrafine|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.11 2017/05/26 15:43:23 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=4 poweron=516 [h] last_change=63 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	30	0
#intheta	30
#inphi	0
#front_integral	0.0175
#incident_and_front_integral	30	0	0.0175
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	249290
#format: theta	phi	[uA]
13.5667  22.7956  0.0438545
11.6733  86.6746  0.0462525
31.1545  3.48019  0.0284911
65.1129  2.12637  0.0289234
65.0587  2.11617  0.0261755
42.5536  3.43928  0.0277085
34.9484  2.48464  0.0317276
32.9918  2.87423  0.0320243
35.1452  1.81311  0.0347867
44.2013  1.86124  0.0378907
34.1886  2.6025  0.0417566
60.7142  1.55492  0.0347474
47.066  1.46838  0.0373955
47.0107  1.45991  0.0393833
41.0783  1.47229  0.0443269
28.8078  2.15692  0.0402112
89.295  171.985  0.0434732
63.624  0.124379  0.0327996
64.7465  0.0285039  0.109798
71.55  179.792  0.106491
72.5998  179.784  0.0851111
18.8801  0.922823  0.0746472
18.8243  0.918824  0.0722151
14.4696  0.183958  0.0665187
13.5292  167.098  0.0652653
9.50762  132.696  0.0596637
4.51597  84.1835  0.0619099
4.88239  71.9012  0.0682947
3.98752  88.6991  0.0691378
3.45995  122.831  0.0677127
4.79959  157.971  0.0642943
4.84481  158.362  0.0668657
8.34956  170.619  0.066494
8.26802  170.293  0.0686589
10.286  168.457  0.0668095
15.9609  172.995  0.0678631
28.669  177.398  0.0663268
38.9323  178.327  0.065915
14.4046  173.631  0.0621077
14.2058  173.665  0.0615211
16.571  176.722  0.0644184
16.626  176.76  0.0621891
48.5875  178.776  0.0629775
21.1099  177.519  0.0613083
30.6996  178.745  0.0614994
35.7246  179.442  0.0593241
28.3839  177.594  0.0591125
16.3074  176.202  0.0636632
14.0464  175.815  0.0672182
13.7707  175.601  0.064596
14.1218  176.83  0.0620666
9.58285  170.999  0.0603319
9.63462  171.13  0.0670455
40.1561  177.484  0.0675114
13.9185  173.853  0.065888
14.8223  174.054  0.0613098
19.0882  175.632  0.0635074
14.7326  170.426  0.0613222
17.194  174.103  0.0665767
24.3334  176.325  0.0646302
40.5532  177.84  0.0630809
16.4259  175.258  0.0683472
16.4793  175.321  0.0659613
15.2163  175.133  0.0649545
16.0779  176.514  0.0657378
17.3636  176.865  0.0594637
16.2345  176.313  0.0583613
32.1325  178.36  0.0570267
15.2174  174.348  0.0711861
15.6553  175.583  0.0708916
18.737  176.02  0.0748897
17.6957  177  0.0711222
17.7505  177.042  0.0647155
23.074  177.296  0.0680585
15.1511  176.251  0.0666962
18.0264  176.364  0.0661333
18.7622  175.922  0.0657199
19.0903  176.221  0.0657172
19.6879  175.634  0.0632449
18.0441  175.037  0.0655441
21.1303  176.559  0.0641757
22.9758  177.164  0.0648895
20.5174  177.821  0.0638448
20.5726  177.854  0.0649083
17.2118  176.824  0.0677044
16.0193  176.866  0.0723952
18.856  177.176  0.0707268
23.4226  178.303  0.0696413
22.4465  177.99  0.0714476
18.5965  176.932  0.0695801
17.4863  177.287  0.0719946
17.4464  177.424  0.0689513
23.7925  178.513  0.054794
23.8481  178.538  0.0494318
25.213  178.88  0.0515541
21.8809  178.57  0.053427
19.7005  178.232  0.0494783
23.8767  178.438  0.0581811
12.2414  53.0912  0.0222769
12.9644  50.7929  0.0397826
13.7122  179.927  0.0430478
10.9106  19.6328  0.0455282
34.172  5.19445  0.0278132
58.8668  2.6424  0.0273511
58.8129  2.63006  0.027114
49.0912  1.88127  0.0431755
39.7248  1.72386  0.0462964
44.1856  1.7346  0.0443269
27.4628  3.37092  0.040911
26.4651  2.47762  0.0459545
65.5209  0.0935403  0.0290056
26.9988  2.2558  0.108025
19.2593  4.50275  0.103455
17.5635  3.05567  0.0874439
15.9333  3.60675  0.0789917
15.8777  3.5931  0.078339
14.9116  4.99006  0.0672973
13.3022  174.901  0.0633851
7.81153  105.896  0.0643704
3.43804  43.7258  0.0607792
3.15994  15.8543  0.0715276
2.50788  130.533  0.0664913
2.8293  87.5268  0.0670059
4.23249  165.125  0.0663029
4.28386  165.422  0.0658075
7.50172  176.108  0.0656997
7.86457  173.485  0.0691469
9.37519  170.534  0.0687858
15.5695  174.265  0.0703364
31.1667  177.95  0.0697786
36.1111  178.765  0.0680009
16.2705  175.688  0.0667194
11.0712  173.027  0.062634
9.72112  174.651  0.0597305
9.72112  174.651  0.0625813
36.0042  179.674  0.0656697
39.6093  179.208  0.0632154
53.3669  0.131402  0.0629138
24.8649  0.0145395  0.0612089
43.8803  179.42  0.0617777
14.7384  176.115  0.0682163
12.9333  176.594  0.0643848
17.6432  178.341  0.0657828
16.812  178.766  0.0630512
16.8679  178.781  0.0627385
15.1607  176.561  0.0664646
15.4088  175.144  0.067414
28.6392  177.417  0.0629034
36.7609  177.965  0.0600811
20.5523  176.076  0.0626864
14.1916  172.529  0.0650911
28.6406  177.271  0.0641223
22.6624  177.18  0.0625843
17.3755  176.393  0.0655803
15.2391  175.669  0.0638021
15.2932  175.728  0.0643663
12.1705  175.664  0.0652528
14.7102  176.898  0.0686056
18.1998  176.992  0.0597763
16.1976  176.917  0.0554296
14.1628  175.87  0.0551669
13.4221  174.986  0.0683055
15.0747  176.214  0.0703073
16.0344  176.589  0.0703261
24.3101  177.831  0.0696692
24.3652  177.86  0.0635089
14.9204  176.793  0.0638172
13.9353  175.971  0.0640794
15.8255  175.789  0.06432
18.88  175.727  0.0636588
18.3266  175.812  0.0675856
17.1435  175.331  0.0657395
15.9672  175.315  0.0641757
16.805  176.275  0.0705613
22.3308  177.471  0.0672642
22.3854  177.509  0.0672366
27.9014  178.178  0.0669118
31.6277  177.922  0.0679969
22.3697  177.635  0.0733935
18.321  177.129  0.0691006
22.7283  178.149  0.0712936
22.2378  178.025  0.0688262
18.0745  177.479  0.0701607
18.1294  177.944  0.0710255
19.7253  178.081  0.0670632
20.8216  178.32  0.056381
20.8772  178.35  0.0534103
24.7802  178.876  0.0494859
23.8291  178.904  0.0524191
21.3625  178.701  0.0530998
25.2876  178.794  0.0570144
12.5291  122.785  0.0413511
38.6495  179.325  0.0419785
18.3028  172.686  0.0490981
12.4201  118.813  0.0453212
23.3181  3.00367  0.029265
38.4664  2.45328  0.0284201
34.8455  2.75995  0.0266456
38.2141  2.44928  0.0281348
62.5257  1.54994  0.0339436
43.6438  1.49357  0.0324767
37.4234  1.67358  0.0331053
48.901  1.8385  0.0442899
33.4362  1.96008  0.0454898
37.5039  2.26709  0.041111
26.331  2.59316  0.0468477
25.2626  2.32926  0.0319011
64.4864  0.100739  0.0632723
21.2075  5.24054  0.101497
18.175  5.0185  0.0855971
18.1197  4.99746  0.0784124
17.4077  4.42489  0.0769994
13.0573  10.1227  0.069925
11.8651  3.96624  0.0638799
8.48399  149.12  0.0641657
2.49748  43.3138  0.0601624
2.3551  4.51128  0.0709215
1.49894  86.098  0.0687306
2.51956  103.303  0.0646589
2.81098  162.027  0.0623542
2.86177  162.497  0.0684799
18.3401  178.11  0.0686784
6.31572  168.524  0.0690493
11.4097  176.38  0.0689834
8.0191  172.671  0.0721438
26.9827  179.173  0.0703539
30.8637  179.246  0.0646656
23.6773  178.483  0.0646737
21.0536  177.765  0.0647587
23.0673  179.36  0.0656367
23.1233  179.366  0.0636598
24.3387  179.75  0.0628776
31.2734  0.127953  0.0609068
42.7679  0.450585  0.0625097
24.5892  0.701874  0.0638267
24.6078  179.21  0.0649553
10.5569  176.534  0.0681162
22.352  178.804  0.0687652
33.567  0.0034321  0.0693772
21.5123  0.148038  0.0640357
21.5685  0.146319  0.0630272
16.5264  178.489  0.0642075
30.5827  179.035  0.0638685
25.8553  177.849  0.0610438
33.9709  178.134  0.0622314
36.4918  178.068  0.0636101
20.67  176.043  0.0642976
30.6009  178.482  0.0679124
31.4874  178.876  0.0638755
20.0639  177.708  0.0618355
29.4359  178.639  0.0621258
29.4916  178.656  0.0639597
11.632  176.084  0.0681111
13.7111  176.847  0.0634224
17.3546  177.566  0.0599788
22.0194  178.553  0.0588866
23.3824  177.65  0.0566134
12.9594  175.418  0.0634894
23.7769  178.559  0.0668012
28.4119  178.96  0.0678986
24.6635  178.599  0.0664727
24.7193  178.618  0.0602912
29.3207  178.562  0.0604102
15.9694  176.869  0.0622448
14.792  174.603  0.0567789
18.7023  175.945  0.0612797
18.1002  176.687  0.066445
15.6893  175.722  0.0672046
14.9686  176.452  0.0680374
18.3667  177.488  0.0710459
25.3868  178.289  0.0704959
25.4422  178.314  0.0723802
32.8814  178.332  0.0679969
48.8244  178.866  0.0705983
31.9138  178.467  0.0623711
20.9519  177.804  0.0655613
21.9528  178.252  0.0680862
24.5654  178.426  0.0682437
16.8373  178.054  0.0644236
17.3392  177.77  0.0655017
17.8479  178.349  0.0662135
19.71  178.573  0.0569761
19.766  178.599  0.0565155
24.2129  178.972  0.0522435
22.3234  179.167  0.0540318
21.0477  179.254  0.0532004
25.408  179.561  0.0614868
14.1857  154.512  0.0261623
14.1584  164.719  0.0402009
16.5246  175.025  0.0448505
18.0839  169.627  0.0473839
12.397  120.683  0.0474943
35.7911  2.90588  0.028023
34.0028  3.67386  0.0274452
32.8937  2.53488  0.0299965
32.8389  2.52534  0.0270572
35.5479  2.68404  0.0317091
38.039  3.37022  0.0344017
33.4569  0.954931  0.0350506
38.4261  1.06015  0.0335938
43.5686  1.45671  0.0334141
29.2661  1.58174  0.0381306
36.4044  1.31392  0.0374974
30.7455  1.3847  0.0442104
26.3465  2.65559  0.0464507
26.1028  1.51239  0.0328995
27.5573  1.13949  0.0684868
30.8451  2.39004  0.101008
24.9068  2.88756  0.0854027
30.1056  2.49681  0.0796675
30.0503  2.48318  0.078702
23.8296  0.77968  0.078339
18.1012  0.41649  0.0727474
14.1849  177.765  0.070116
7.65504  101.076  0.0675836
4.19764  29.8632  0.0645825
4.27191  64.8738  0.0675875
3.53828  105.302  0.0659823
3.67386  130.24  0.0677133
4.97469  157.348  0.0652658
5.01899  157.74  0.066494
7.48501  169.784  0.0697325
6.31572  168.524  0.0704656
8.70522  174.87  0.0688175
6.82605  171.356  0.0688144
19.5489  178.207  0.066998
18.5782  178.977  0.0661995
9.52124  173.371  0.0652659
10.6352  174.388  0.068721
28.1913  178.529  0.0693005
28.2469  178.544  0.0649343
17.0893  179.528  0.0636766
13.6551  178.023  0.0628139
10.9011  177.594  0.0602871
19.5708  179.425  0.0603712
9.92068  174.233  0.0617777
11.7052  177.027  0.0648972
25.4072  179.254  0.0668314
34.4035  179.563  0.0673371
36.0652  179.816  0.0672429
36.1213  179.818  0.068712
24.174  178.586  0.0667551
19.5121  177.553  0.0643674
59.941  179.005  0.0629034
31.3991  177.84  0.0654056
27.6873  177.492  0.0611471
36.6907  178.794  0.0642976
18.8397  177.783  0.0671225
41.0992  178.864  0.0683653
15.8583  177.464  0.062038
14.5984  176.635  0.062816
14.6534  176.681  0.0603005
12.1623  175.148  0.0681111
13.1185  177.373  0.0658096
16.2086  177.081  0.0622029
19.2155  177.128  0.0599199
27.6414  177.847  0.0568075
24.8193  178.083  0.0642382
23.8264  178.125  0.0665392
36.1575  179.27  0.0696692
49.783  179.086  0.0653181
49.8388  179.097  0.0618131
33.2612  178.971  0.0584735
15.8099  175.768  0.0526007
15.4638  175.432  0.0578662
19.4181  176.44  0.0612997
19.2353  177.309  0.0626579
16.9329  176.255  0.0632409
15.374  176.612  0.0664081
18.3782  177.46  0.0702705
19.0973  177.636  0.0626347
19.1525  177.672  0.0703917
32.527  178.384  0.0699468
42.8635  178.852  0.0640604
29.0725  178.41  0.0604208
19.9886  177.797  0.0622598
20.9667  178.229  0.063934
24.5937  178.565  0.0602501
16.6103  178.173  0.0569916
16.7908  177.951  0.0582341
18.081  178.187  0.0601502
22.1312  179.293  0.0565155
22.1876  179.305  0.0553951
22.1224  179.376  0.0572594
22.1198  179.529  0.0530998
20.6559  179.554  0.0540052
24.7255  179.476  0.0575005
15.8678  12.6784  0.023327
15.7483  6.13791  0.037273
15.7282  173.192  0.0433801
18.2202  2.03564  0.046356
15.7155  10.9906  0.0389036
35.3772  2.52977  0.029021
35.3225  2.51992  0.0300941
38.4113  2.308  0.0311023
46.9037  1.89639  0.0315801
41.0774  1.20542  0.0319352
31.5275  2.07746  0.0320189
35.0035  2.78662  0.0333105
38.059  1.83098  0.0329322
48.202  1.12039  0.033621
75.3436  0.877282  0.0346706
66.6073  1.06908  0.0341808
43.127  1.16202  0.0311494
37.375  1.53785  0.033479
35.885  1.55024  0.0350772
28.1176  0.854611  0.0373955
31.6281  0.608245  0.0396806
31.5725  0.605146  0.0429728
44.3455  1.00112  0.0433725
30.599  0.764075  0.0434106
27.6499  1.64017  0.0364938
28.4028  1.60132  0.0764096
34.334  1.20295  0.104141
38.8049  2.40961  0.0853055
20.7297  2.84379  0.0798606
20.6741  2.83081  0.0733633
18.7486  1.4937  0.0725809
17.7008  0.905338  0.0727329
14.0186  171.632  0.0728299
10.2084  154.679  0.0731521
4.72671  78.9463  0.0715028
6.32226  74.7983  0.0697091
3.80812  127.235  0.0660841
4.50059  127.425  0.0678144
6.57614  160.617  0.0633582
6.62105  160.907  0.0744373
9.6278  168.888  0.0733437
8.06538  167.88  0.0730348
8.03707  168.694  0.066366
11.0915  170.901  0.0673875
11.3611  173.904  0.0654401
12.5568  174.865  0.0672023
10.9548  173.315  0.0680308
23.2219  177.184  0.0660186
11.3884  173.829  0.0615028
11.4422  173.91  0.0607803
25.8174  178.146  0.0633158
18.4728  177.718  0.0633179
17.9304  175.938  0.0637437
23.6659  177.875  0.0649786
9.62662  172.624  0.0674634
11.3651  175.95  0.0675155
15.1063  178.004  0.0629939
22.5771  178.437  0.0638993
45.4769  179.112  0.0616728
45.5327  179.121  0.0635086
32.3518  177.983  0.0642075
24.0785  176.712  0.0620725
31.6978  177.989  0.0625935
34.5116  177.484  0.0647912
25.5224  177.003  0.0635074
15.7689  174.797  0.0602312
27.8418  177.986  0.0632809
18.0161  176.041  0.0690421
18.2281  176.412  0.0702248
13.5152  175.087  0.067603
13.5692  175.156  0.0671738
12.6426  173.987  0.0713745
18.9526  176.345  0.0697923
17.5868  176.14  0.0662154
18.988  176.231  0.066623
26.4319  177.362  0.0661005
22.2278  177.478  0.0695968
33.2563  178.16  0.0666065
49.2854  178.724  0.0687006
28.1406  177.888  0.0690197
28.1954  177.916  0.0616127
21.0375  176.609  0.0589831
17.8763  175.465  0.052193
18.1689  175.483  0.0572456
21.3491  176.555  0.0620033
21.3858  176.909  0.0606353
18.2118  176.211  0.0610412
24.5444  176.787  0.0671687
21.4822  176.693  0.0655927
21.3064  177.782  0.0650549
21.3615  177.816  0.0653167
20.6255  177.501  0.0644636
16.4383  176.727  0.063957
17.7346  177.616  0.0628843
24.1158  178.746  0.0613593
27.2064  178.785  0.062043
28.3419  179.194  0.063728
16.3728  177.989  0.0590943
21.1117  178.671  0.0620917
16.4453  178.64  0.0606462
21.3198  179.289  0.0582621
21.3761  179.301  0.0584482
25.3652  179.285  0.0576536
23.2755  179.375  0.0550112
22.3186  179.51  0.0604173
26.4908  179.584  0.0476505
19.357  10.4845  0.0201766
14.5758  14.7387  0.0359137
14.2187  32.4233  0.0423999
20.7801  13.6303  0.0455282
21.9789  12.818  0.0400183
32.4435  5.21609  0.0333037
36.3904  2.26849  0.0282912
33.1776  2.48418  0.0279686
35.4816  1.14785  0.0307797
35.4264  1.14266  0.0309298
27.5365  1.88034  0.0329111
52.4947  1.62306  0.0303679
70.7877  0.863177  0.033373
72.1118  1.44567  0.0350789
47.3961  2.33807  0.0378907
31.9719  1.87291  0.0344132
34.2998  2.30527  0.0344665
27.333  2.78653  0.0352566
27.2777  2.77327  0.0402753
34.816  1.5389  0.0394268
35.3703  1.32366  0.0400453
32.9469  1.93188  0.0431106
27.8666  2.49452  0.0343422
28.5298  1.65719  0.0534672
39.3523  1.80898  0.102555
48.1959  1.40211  0.107631
42.2147  1.8854  0.0826979
23.5954  3.20641  0.0693649
23.5399  3.19065  0.0651781
26.2151  1.88024  0.0628847
24.7464  1.71632  0.0704067
19.0221  179.532  0.07176
14.4882  1.85593  0.0680052
3.47885  43.446  0.0672024
2.03644  46.4787  0.0675092
1.84907  109.153  0.0636196
5.03925  156.765  0.0598226
12.6405  173.891  0.0722527
12.6941  173.963  0.072948
8.15784  167.824  0.0725629
7.89685  165.261  0.068687
10.1983  168.955  0.0671505
8.30582  165.146  0.0671972
9.40578  170.011  0.0666735
17.1666  176.292  0.0643777
10.1174  172.387  0.0693126
12.9557  175.297  0.0666196
12.0092  175.72  0.0625813
12.064  175.775  0.0618789
18.4257  178.11  0.0637173
18.5461  177.162  0.0644292
22.4464  176.786  0.0633372
12.9172  174.324  0.0682615
10.8222  174.428  0.0678159
11.1532  174.091  0.0648816
15.6437  177.192  0.0654765
30.4683  178.609  0.0671428
22.554  176.938  0.0610821
22.6086  176.973  0.0655287
35.6434  177.887  0.0641083
43.552  178.035  0.0663422
29.1812  176.815  0.0599074
35.0888  177.683  0.0626409
20.9787  175.278  0.0584788
19.2112  174.868  0.0568591
24.3545  176.379  0.0610676
24.6416  177.318  0.0680753
26.7227  177.458  0.0660744
26.7773  177.488  0.0704036
16.8374  176.41  0.0684658
16.8272  176.221  0.0748357
15.0057  175.302  0.0692591
24.6074  177.309  0.06909
17.3688  176.49  0.0700108
15.6828  176.236  0.0671284
23.5702  177.939  0.0667039
30.3097  178.399  0.067483
49.8371  178.772  0.0668305
27.2644  177.628  0.0685069
27.319  177.659  0.0617995
18.6873  176.437  0.0618131
14.3638  173.861  0.0578619
16.6145  175.427  0.0617969
21.6965  177.398  0.064818
20.484  176.874  0.0597334
20.9735  176.314  0.0532049
19.3027  176.612  0.0642272
32.7337  177.859  0.0678542
20.5776  176.523  0.0641474
20.6308  176.576  0.0624674
20.8441  176.918  0.0614754
17.0526  176.389  0.0605235
18.134  176.91  0.0592722
17.7015  177.271  0.0616595
18.2301  177.697  0.0610477
21.1326  177.89  0.0680317
26.1442  178.499  0.0641007
29.9926  178.798  0.0648613
16.7691  178.076  0.0635227
21.9246  178.82  0.055254
21.9807  178.84  0.0551982
23.0716  178.949  0.0564709
22.7633  179.015  0.055313
19.8212  178.73  0.0625563
23.3013  178.94  0.0495258
11.5946  65.4759  0.0208067
15.7133  5.66443  0.0377959
14.1051  15.2437  0.0367502
13.381  15.9805  0.0415177
19.4897  13.8215  0.0455282
49.0179  4.11929  0.0342241
45.8551  4.42018  0.0313539
42.6222  1.87105  0.0291018
39.4256  1.57388  0.0319254
44.0441  1.85134  0.0313828
42.7703  1.72422  0.0274679
37.2286  1.51456  0.0323287
37.1735  1.50758  0.0317234
71.3501  1.18669  0.0320604
62.5347  1.55065  0.0328023
58.3828  2.1163  0.0339436
25.9025  2.54365  0.0364004
32.2586  3.4649  0.0367844
32.2038  3.44702  0.0369055
32.3267  2.6744  0.0404399
37.9162  1.81844  0.0403477
34.4899  2.54043  0.0418109
30.234  2.66748  0.0333497
28.0354  2.62722  0.0495733
37.9675  2.48919  0.0932457
32.2236  2.87289  0.0873977
28.6315  3.47811  0.0741277
63.673  1.42404  0.06498
63.6178  1.41451  0.0629823
26.7004  1.8877  0.0650303
16.5674  4.79489  0.0701197
10.8926  166.871  0.0682744
12.147  165.626  0.0644727
1.92945  51.7153  0.0580038
2.81042  19.3478  0.0661731
2.80965  153.987  0.061805
3.08413  158.635  0.0611438
14.7818  177.201  0.0731184
14.8371  177.233  0.0738317
10.1166  175.87  0.0685882
7.6344  167.178  0.068033
11.214  173.743  0.0657776
7.91227  167.439  0.0652903
11.1062  172.014  0.0613737
13.9389  175.796  0.0640816
42.3874  179.149  0.0634434
10.6746  176.063  0.0627322
21.1195  179.083  0.0607184
21.1754  179.093  0.0592822
12.7167  177.309  0.0650222
15.6581  177.284  0.0652374
13.5821  176.741  0.0653701
36.2723  178.992  0.0678624
10.6066  173.702  0.0683164
10.8553  172.95  0.0684751
14.5082  177.278  0.068484
11.8886  176.289  0.0649218
16.7753  176.501  0.0674012
16.8301  176.544  0.0652985
27.8887  177.826  0.0678037
59.073  178.596  0.0643039
29.5199  177.433  0.0603207
23.7685  176.949  0.0638697
25.1123  177.037  0.0580683
18.0639  174.639  0.0605288
23.4537  176.587  0.0592567
23.7227  177.441  0.0689454
45.6444  179.234  0.0661732
45.7003  179.243  0.0687619
34.4793  178.719  0.0680682
22.6213  177.684  0.0740445
20.4081  177.409  0.0702736
35.7472  178.654  0.0728399
22.7897  178.223  0.0712139
15.8695  177.179  0.0685117
18.6011  178.172  0.0686517
30.3999  178.808  0.0676073
51.7799  179.217  0.0700567
36.9595  178.646  0.0717444
37.0149  178.663  0.0625145
21.7628  177.378  0.0626525
17.0202  177.733  0.0603082
16.3342  177.682  0.0574922
20.3464  177.752  0.0638657
20.7427  177.57  0.0567883
16.3988  176.85  0.0557248
26.6466  178.086  0.0568292
34.9993  178.299  0.0681491
21.8664  177.048  0.0671378
21.9203  177.093  0.0619684
21.2946  176.786  0.059304
17.5316  176.394  0.0543649
17.8788  176.519  0.0549469
16.9374  176.854  0.0565689
22.9629  178.341  0.0649204
44.0622  178.819  0.0645012
40.8838  178.648  0.0642678
38.5849  179.102  0.0656471
36.9663  179.307  0.0628283
21.5443  178.622  0.0537985
21.6002  178.647  0.0569709
27.5908  179.115  0.0598219
22.8697  178.701  0.053804
18.5596  178.485  0.0589589
10.7537  57.2962  0.0131408
13.4429  145.143  0.0289077
13.1387  169.675  0.0359302
16.7176  174.399  0.0387118
17.0459  173.466  0.0398156
41.0736  4.11797  0.0330991
63.7012  2.53858  0.0317538
44.374  0.90989  0.0297055
47.396  0.620937  0.0306153
56.7732  1.41014  0.0330271
56.7181  1.40219  0.0291322
41.5485  1.81835  0.0336931
27.3679  2.64064  0.0350529
29.8629  2.99477  0.0367073
29.8078  2.9798  0.0392842
38.8736  2.62644  0.0386163
48.2308  1.39261  0.0403477
39.5134  1.76723  0.0433106
29.1084  2.27438  0.0369227
26.8725  1.92912  0.0511708
31.356  2.32869  0.0921563
33.6253  2.02764  0.090433
57.8545  1.58891  0.0813204
33.3898  1.24498  0.0724266
33.3341  1.23788  0.0639575
20.7257  2.83046  0.069348
16.4651  3.46592  0.0707944
11.3258  166.861  0.0682796
6.3008  69.4753  0.0623211
3.11326  26.5744  0.0581066
2.33699  79.7836  0.0642182
5.39539  163.39  0.0639011
2.25021  139.442  0.0642432
8.93925  175.207  0.0691808
8.99423  175.273  0.0711607
10.1718  175.925  0.0677805
7.86574  174.609  0.0683272
8.46898  169.871  0.064706
7.37422  167.199  0.0599771
